,county,incidence_rate_per_100k,avg_annual_count,recent_trend,five_year_incidence_change_rate,stateFIPS,incidence_rate_per_100k_low_95,incidence_rate_per_100k_high_95,five_year_incidence_change_rate_low_95,five_year_incidence_change_rate_high_95
2667,Lipscomb County          ,280.5 ,11,stable,16.3 ,48,210.8, 366.7,-9.3, 49.0
2668,Sterling County          ,258.9 ,4,stable,11.0 ,48,154.8, 409.2,-39.2, 102.7
2669,Kinney County          ,256.9 ,14,stable,14.4 ,48,197.2, 331.1,-31.8, 91.6
2670,Hudspeth County          ,251.9 ,10,stable,0.1 ,48,184.6, 336.3,-35.5, 55.2
2671,Jeff Davis County          ,237.1 ,11,stable,-2.1 ,48,173.2, 330.1,-41.5, 63.6
2672,Culberson County          ,218.1 ,7,stable,17.1 ,48,149.1, 310.8,-31.6, 100.7
2673,Glasscock County          ,212.6 ,3,*,*,48,117.3, 356.5,,
2674,Presidio County          ,207.6 ,20,stable,16.1 ,48,167.0, 255.4,-14.2, 57.0
2675,Borden County         ,*,3 or fewer,*,*,48,,,,
2676,Kenedy County         ,*,3 or fewer,*,*,48,,,,
2677,King County         ,*,3 or fewer,*,*,48,,,,
2678,Loving County         ,*,3 or fewer,*,*,48,,,,
2679,Roberts County         ,*,3 or fewer,*,*,48,,,,
2680,Daggett County          7,464.8 ,8,*,*,49,326.1, 652.1,,
2681,"Duchesne County          7,8",464.5 ,82,stable,0.4 ,49,419.9, 512.4,-0.2, 1.1
2682,"Tooele County          7,8",462.4 ,226,stable,0.1 ,49,434.9, 491.2,-0.3, 0.6
2683,"Beaver County          7,8",459.6 ,32,stable,0.5 ,49,389.2, 539.1,-0.8, 1.8
2684,"Piute County          7,8",452.4 ,10,stable,1.1 ,49,325.3, 618.8,-0.8, 3.1
2685,"Iron County          7,8",442.2 ,187,stable,0.1 ,49,413.6, 472.2,-0.4, 0.7
2686,"Wasatch County          7,8",433.9 ,104,stable,0.3 ,49,395.6, 474.7,-0.4, 1.1
2687,"Morgan County          7,8",424.9 ,41,stable,0.0 ,49,367.4, 488.8,-1.0, 1.0
2688,"Carbon County          7,8",421.3 ,101,stable,-0.2 ,49,384.3, 461.0,-0.9, 0.6
2689,"Summit County          7,8",421.3 ,162,stable,0.6 ,49,389.5, 454.9,0.0, 1.2
2690,"Emery County          7,8",417.1 ,49,stable,-0.1 ,49,364.6, 475.2,-1.2, 1.0
2691,"Salt Lake County          7,8",411.4 ,"3,908",falling,-0.8 ,49,405.5, 417.4,-1.1, -0.5
2692,"Davis County          7,8",411.2 ,"1,104",stable,0.2 ,49,400.1, 422.4,-0.1, 0.5
2693,"Washington County          7,8",403.2 ,776,stable,0.0 ,49,389.9, 416.8,-0.3, 0.3
2694,"Grand County          7,8",397.5 ,47,stable,-0.4 ,49,346.5, 454.3,-1.6, 0.8
2695,"Weber County          7,8",393.0 ,882,stable,-1.8 ,49,381.3, 405.0,-3.6, 0.0
2696,"Uintah County          7,8",392.8 ,117,stable,0.1 ,49,361.0, 426.7,-0.5, 0.6
2697,"Millard County          7,8",389.5 ,56,stable,0.5 ,49,343.6, 439.9,-0.2, 1.1
2698,"Utah County          7,8",385.4 ,"1,404",stable,0.1 ,49,376.2, 394.8,-0.1, 0.3
2699,"Box Elder County          7,8",385.1 ,191,falling,-0.6 ,49,360.8, 410.6,-1.1, -0.1
2700,"Kane County          7,8",377.1 ,41,stable,-0.6 ,49,323.3, 438.1,-1.4, 0.3
2701,"Sevier County          7,8",375.3 ,89,stable,0.1 ,49,340.6, 412.6,-0.7, 0.9
2702,"Cache County          7,8",370.9 ,322,falling,-1.8 ,49,352.7, 389.8,-2.6, -1.0
2703,"Garfield County          7,8",349.8 ,25,stable,-0.6 ,49,287.5, 422.8,-2.2, 0.9
2704,"Juab County          7,8",347.2 ,34,stable,-0.3 ,49,295.9, 404.7,-1.5, 1.0
2705,"Sanpete County          7,8",314.4 ,87,stable,-11.3 ,49,285.1, 345.9,-21.5, 0.2
2706,"Wayne County          7,8",301.3 ,11,stable,-0.4 ,49,223.2, 400.0,-2.3, 1.5
2707,"San Juan County          7,8",276.1 ,40,stable,0.1 ,49,238.5, 318.0,-0.9, 1.1
2708,"Rich County          7,8",235.3 ,7,falling,-2.3 ,49,160.1, 335.8,-4.4, -0.1
2709,Essex County          ,489.5 ,46,stable,-0.9 ,50,421.5, 566.5,-8.5, 7.4
2710,Grand Isle County          ,481.4 ,45,stable,-4.5 ,50,414.2, 557.1,-11.3, 2.8
2711,Rutland County          ,475.5 ,408,stable,-1.2 ,50,454.0, 497.9,-3.0, 0.7
2712,Bennington County          ,467.4 ,252,stable,1.1 ,50,440.5, 495.7,-8.4, 11.6
2713,Orleans County          ,464.3 ,184,stable,-1.3 ,50,433.3, 497.2,-12.9, 11.7
2714,Windsor County          ,462.0 ,385,stable,2.8 ,50,440.4, 484.4,-1.6, 7.5
2715,Chittenden County          ,458.7 ,797,falling,-3.3 ,50,444.1, 473.6,-4.5, -2.1
2716,Windham County          ,448.1 ,279,stable,-3.0 ,50,423.5, 473.9,-6.7, 0.8
2717,Washington County          ,444.5 ,346,stable,0.3 ,50,423.1, 466.9,-5.0, 5.9
2718,Lamoille County          ,443.3 ,135,stable,0.1 ,50,409.6, 479.2,-14.0, 16.6
2719,Franklin County          ,442.8 ,251,stable,1.0 ,50,417.8, 468.8,-5.1, 7.5
2720,Orange County          ,435.7 ,170,stable,2.1 ,50,405.4, 467.9,-10.9, 17.0
2721,Caledonia County          ,435.0 ,180,stable,-2.1 ,50,405.6, 466.0,-5.0, 1.0
2722,Addison County          ,413.7 ,199,stable,0.0 ,50,387.2, 441.6,-10.7, 12.0
2723,Sussex County          ,538.3 ,81,stable,3.2 ,51,486.1, 595.1,-1.3, 8.1
2724,Gloucester County          ,523.2 ,262,stable,0.3 ,51,494.3, 553.5,-3.8, 4.5
2725,King William County          ,522.3 ,101,stable,4.0 ,51,476.4, 571.7,-7.1, 16.4
2726,Nelson County          ,521.2 ,123,stable,-1.2 ,51,477.2, 568.6,-12.9, 12.0
2727,Northampton County          ,514.2 ,102,stable,2.7 ,51,466.4, 566.3,-3.9, 9.8
2728,Goochland County          ,508.6 ,160,stable,-0.3 ,51,471.7, 547.9,-2.8, 2.3
2729,King and Queen County          ,503.3 ,51,stable,-3.1 ,51,439.9, 574.2,-21.3, 19.4
2730,Nottoway County          ,503.1 ,106,stable,-0.9 ,51,460.1, 549.3,-10.7, 9.9
2731,Brunswick County          ,500.5 ,118,rising,7.0 ,51,459.5, 544.5,1.1, 13.2
2732,Caroline County          ,498.9 ,177,stable,-1.7 ,51,465.8, 533.8,-12.0, 9.7
2733,Highland County          ,496.0 ,20,stable,11.8 ,51,385.8, 634.3,-14.7, 46.6
2734,Surry County          ,494.8 ,49,stable,2.8 ,51,430.9, 566.7,-10.0, 17.4
2735,Prince Edward County          ,493.3 ,123,stable,-0.3 ,51,453.6, 535.7,-15.0, 17.0
2736,New Kent County          ,491.1 ,123,stable,-3.4 ,51,450.3, 534.7,-17.0, 12.5
2737,Louisa County          ,488.1 ,227,stable,1.0 ,51,458.9, 518.9,-6.1, 8.7
2738,Lunenburg County          ,483.3 ,89,stable,0.3 ,51,437.6, 533.0,-10.9, 13.0
2739,Westmoreland County          ,480.2 ,135,stable,-2.2 ,51,442.2, 521.0,-10.4, 6.9
2740,Greensville County          ,479.7 ,70,rising,12.8 ,51,429.6, 534.4,8.6, 17.3
2741,Essex County          ,479.0 ,76,stable,0.0 ,51,429.9, 532.6,-16.6, 19.9
2742,Charlotte County          ,478.7 ,85,stable,-0.8 ,51,432.4, 529.1,-16.2, 17.5
2743,Augusta County          ,477.9 ,494,stable,-1.6 ,51,458.6, 497.9,-7.7, 4.9
2744,Southampton County          ,476.5 ,122,stable,7.7 ,51,437.9, 517.9,-5.6, 22.9
2745,Prince George County          ,476.1 ,191,stable,-3.6 ,51,445.5, 508.3,-14.7, 8.9
2746,Hanover County          ,470.1 ,600,stable,1.2 ,51,452.9, 487.8,-5.2, 8.1
2747,Alleghany County and Clifton Forge City          ,469.6 ,113,stable,-4.0 ,51,429.5, 513.0,-15.5, 9.0
2748,Northumberland County          ,468.1 ,123,stable,-5.0 ,51,426.4, 513.9,-9.8, 0.1
2749,Accomack County          ,467.5 ,231,stable,-1.9 ,51,439.6, 497.0,-10.9, 8.0
2750,Fluvanna County          ,465.1 ,160,stable,0.6 ,51,432.6, 499.5,-6.5, 8.3
2751,Dinwiddie County          ,462.4 ,162,stable,-4.1 ,51,430.1, 496.5,-8.5, 0.6
2752,James City County          ,460.4 ,505,stable,0.8 ,51,441.6, 479.9,-3.2, 5.0
2753,Rockingham County          ,458.1 ,465,stable,0.5 ,51,439.2, 477.7,-3.9, 5.2
2754,Spotsylvania County          ,457.4 ,614,stable,-1.5 ,51,440.9, 474.4,-7.1, 4.3
2755,Mathews County          ,457.3 ,73,stable,5.5 ,51,405.6, 514.9,-10.4, 24.1
2756,Middlesex County          ,456.3 ,93,stable,-6.6 ,51,410.8, 506.7,-17.9, 6.4
2757,Page County          ,456.1 ,153,stable,0.7 ,51,423.2, 491.1,-11.2, 14.2
2758,Charles City County          ,452.4 ,52,stable,8.0 ,51,395.4, 516.8,-6.7, 25.0
2759,Chesterfield County          ,452.1 ,"1,642",stable,-1.2 ,51,442.0, 462.4,-5.1, 2.8
2760,Mecklenburg County          ,450.4 ,224,stable,0.9 ,51,422.4, 479.9,-9.1, 12.1
2761,Stafford County          ,449.1 ,550,falling,-4.0 ,51,431.5, 467.3,-7.3, -0.6
2762,Henrico County          ,446.5 ,"1,618",stable,0.2 ,51,436.6, 456.6,-3.9, 4.4
2763,Cumberland County          ,446.0 ,63,stable,4.5 ,51,396.4, 500.8,-14.9, 28.3
2764,Culpeper County          ,445.4 ,247,stable,-0.4 ,51,420.4, 471.6,-7.5, 7.3
2765,Richmond County          ,444.2 ,58,stable,2.2 ,51,393.8, 500.3,-12.7, 19.7
2766,Madison County          ,443.5 ,85,stable,-2.7 ,51,400.5, 490.4,-11.8, 7.3
2767,Amelia County          ,443.0 ,78,stable,-0.4 ,51,398.2, 491.8,-10.9, 11.2
2768,Bath County          ,441.7 ,33,rising,18.8 ,51,373.7, 521.0,7.8, 30.9
2769,Roanoke County          ,440.2 ,575,stable,-3.0 ,51,423.7, 457.3,-6.5, 0.6
2770,Halifax County with South Boston City          ,438.7 ,234,rising,10.0 ,51,412.3, 466.4,0.4, 20.5
2771,King George County          ,438.4 ,111,stable,-3.8 ,51,401.5, 477.9,-14.6, 8.4
2772,Wythe County          ,438.3 ,182,stable,3.0 ,51,409.4, 469.0,-1.5, 7.6
2773,Bedford City and County          ,434.6 ,472,stable,2.9 ,51,416.4, 453.5,-0.3, 6.1
2774,Rockbridge County          ,434.0 ,155,stable,4.6 ,51,401.9, 468.4,-9.9, 21.5
2775,Appomattox County          ,430.7 ,91,stable,2.9 ,51,390.5, 474.3,-9.4, 16.9
2776,Isle of Wight County          ,429.1 ,207,stable,-2.1 ,51,402.3, 457.4,-9.0, 5.3
2777,Campbell County          ,426.6 ,317,stable,4.0 ,51,405.2, 448.9,-1.2, 9.4
2778,Warren County          ,425.4 ,195,stable,3.8 ,51,398.2, 453.9,-4.3, 12.6
2779,Albemarle County          ,424.5 ,540,stable,-0.8 ,51,408.2, 441.3,-8.2, 7.1
2780,Clarke County          ,423.7 ,83,stable,-0.7 ,51,381.9, 469.3,-14.9, 15.7
2781,York County          ,422.6 ,326,stable,0.4 ,51,401.9, 444.1,-6.9, 8.2
2782,Giles County          ,422.2 ,102,stable,2.2 ,51,385.0, 462.3,-8.0, 13.5
2783,Shenandoah County          ,421.5 ,259,stable,3.7 ,51,398.1, 446.1,-4.3, 12.5
2784,Botetourt County          ,420.4 ,201,stable,-2.3 ,51,393.4, 448.9,-6.5, 2.2
2785,Buckingham County          ,420.0 ,96,stable,-2.4 ,51,382.2, 460.8,-8.7, 4.3
2786,Amherst County          ,419.3 ,187,stable,1.0 ,51,392.0, 448.1,-6.5, 9.1
2787,Orange County          ,418.9 ,204,stable,3.0 ,51,392.7, 446.4,-1.4, 7.6
2788,Craig County          ,414.4 ,32,stable,12.6 ,51,349.6, 489.4,-13.0, 45.6
2789,Franklin County          ,414.0 ,340,stable,-1.3 ,51,393.4, 435.4,-4.5, 2.0
2790,Bland County          ,413.7 ,39,stable,-1.5 ,51,355.8, 479.5,-23.2, 26.5
2791,Fauquier County          ,412.5 ,335,stable,2.4 ,51,392.3, 433.5,-10.1, 16.5
2792,Powhatan County          ,411.5 ,151,stable,-3.3 ,51,381.4, 443.6,-8.2, 1.8
2793,Pulaski County          ,411.4 ,211,stable,1.7 ,51,386.0, 438.3,-5.9, 9.8
2794,Henry County          ,410.6 ,327,stable,4.2 ,51,389.9, 432.1,-9.9, 20.6
2795,Frederick County          ,403.5 ,402,stable,-0.9 ,51,385.7, 421.9,-2.8, 1.1
2796,Lancaster County          ,402.5 ,94,stable,1.1 ,51,360.1, 449.8,-7.8, 10.9
2797,Greene County          ,400.8 ,92,stable,-1.5 ,51,363.9, 440.7,-5.2, 2.4
2798,Dickenson County          ,391.8 ,83,stable,-1.7 ,51,353.5, 433.5,-15.2, 13.8
2799,Pittsylvania County          ,390.1 ,357,stable,3.1 ,51,371.4, 409.6,-7.6, 15.0
2800,Floyd County          ,389.0 ,87,stable,0.8 ,51,351.6, 429.8,-5.4, 7.4
2801,Grayson County          ,388.9 ,96,stable,-0.4 ,51,353.2, 427.8,-17.7, 20.5
2802,Smyth County          ,378.1 ,172,stable,-4.5 ,51,352.3, 405.4,-13.2, 5.0
2803,Rappahannock County          ,373.9 ,43,stable,-1.3 ,51,321.8, 433.2,-18.1, 19.0
2804,Loudoun County          ,369.0 ,"1,125",stable,-3.4 ,51,358.8, 379.4,-9.9, 3.7
2805,Prince William County          ,361.9 ,"1,336",stable,-1.4 ,51,352.6, 371.3,-5.2, 2.6
2806,Montgomery County          ,361.7 ,312,stable,0.7 ,51,343.5, 380.5,-3.1, 4.7
2807,Arlington County          ,359.4 ,707,stable,-1.8 ,51,347.1, 372.0,-9.8, 7.0
2808,Carroll County          ,355.1 ,161,stable,8.3 ,51,329.7, 382.3,-15.5, 38.8
2809,Wise County          ,347.4 ,171,stable,-3.5 ,51,324.0, 372.3,-19.7, 16.0
2810,Fairfax County          ,345.1 ,"4,029",stable,-3.0 ,51,340.1, 350.0,-8.6, 3.0
2811,Tazewell County          ,333.6 ,202,stable,-3.8 ,51,312.5, 355.9,-14.6, 8.4
2812,Washington County          ,329.3 ,259,stable,-9.0 ,51,310.8, 348.7,-20.0, 3.4
2813,Patrick County          ,315.6 ,94,stable,6.8 ,51,286.1, 347.9,-11.4, 28.8
2814,Russell County          ,305.1 ,120,falling,-9.9 ,51,280.2, 331.9,-15.5, -3.8
2815,Buchanan County          ,266.0 ,86,stable,-2.3 ,51,240.4, 293.9,-10.0, 6.1
2816,Scott County          ,265.6 ,91,stable,-12.5 ,51,240.9, 292.5,-32.1, 12.7
2817,Lee County          ,262.3 ,88,stable,-6.5 ,51,237.6, 289.1,-17.9, 6.6
2818,"Grays Harbor County          7,8",504.0 ,509,falling,-0.5 ,53,483.7, 524.9,-0.8, -0.2
2819,"Kitsap County          7,8",503.1 ,"1,579",stable,-0.2 ,53,491.6, 514.8,-0.4, 0.0
2820,"Pierce County          7,8",498.0 ,"4,342",falling,-1.0 ,53,491.3, 504.9,-1.5, -0.6
2821,"Clallam County          7,8",497.5 ,631,stable,-0.1 ,53,478.5, 517.2,-0.4, 0.2
2822,"Mason County          7,8",489.7 ,454,falling,-0.6 ,53,468.7, 511.5,-0.9, -0.3
2823,"Jefferson County          7,8",489.2 ,301,falling,-0.5 ,53,461.1, 519.1,-0.8, -0.1
2824,"Thurston County          7,8",485.6 ,"1,526",stable,-0.2 ,53,474.4, 496.9,-0.4, 0.0
2825,"Snohomish County          7,8",483.0 ,"3,858",falling,-0.7 ,53,476.0, 490.1,-0.9, -0.4
2826,"Island County          7,8",476.2 ,569,falling,-1.3 ,53,457.6, 495.4,-2.0, -0.6
2827,"Skagit County          7,8",472.5 ,762,stable,-1.8 ,53,457.1, 488.3,-3.8, 0.2
2828,"Whatcom County          7,8",472.3 ,"1,156",stable,1.7 ,53,459.8, 485.1,-1.7, 5.2
2829,Cowlitz County          ,462.8 ,621,stable,1.7 ,53,446.1, 480.1,-1.4, 5.0
2830,Chelan County          ,460.3 ,438,stable,-1.7 ,53,440.5, 480.8,-7.4, 4.4
2831,Okanogan County          ,458.9 ,271,stable,1.3 ,53,433.4, 485.5,-4.3, 7.3
2832,Columbia County          ,457.8 ,31,stable,1.5 ,53,382.2, 546.6,-4.4, 7.8
2833,"King County          7,8",448.8 ,"9,748",falling,-1.4 ,53,444.7, 452.9,-2.0, -0.8
2834,Douglas County          ,447.9 ,217,stable,-3.1 ,53,421.1, 476.1,-9.7, 4.0
2835,Grant County          ,437.1 ,408,stable,-1.4 ,53,418.0, 456.9,-6.2, 3.6
2836,Walla Walla County          ,436.6 ,320,stable,-1.7 ,53,414.7, 459.4,-6.6, 3.4
2837,Lewis County          ,430.1 ,456,stable,-3.7 ,53,411.9, 448.9,-8.2, 0.9
2838,Clark County          ,429.7 ,"2,126",stable,-2.9 ,53,421.4, 438.2,-6.3, 0.6
2839,Benton County          ,429.0 ,866,stable,-1.2 ,53,415.9, 442.3,-4.9, 2.8
2840,Pacific County          ,428.0 ,163,falling,-1.9 ,53,396.1, 462.4,-3.5, -0.2
2841,Wahkiakum County          ,422.2 ,31,stable,1.1 ,53,345.7, 513.1,-11.5, 15.4
2842,Spokane County          ,419.6 ,"2,342",stable,-5.1 ,53,411.8, 427.5,-14.5, 5.5
2843,Klickitat County          ,410.4 ,131,stable,0.4 ,53,377.6, 445.7,-11.5, 14.0
2844,"San Juan County          7,8",402.2 ,124,falling,-1.3 ,53,366.5, 441.3,-2.4, -0.2
2845,Pend Oreille County          ,388.4 ,82,stable,-9.2 ,53,348.0, 432.9,-24.5, 9.2
2846,Yakima County          ,383.7 ,956,stable,-0.8 ,53,372.7, 394.9,-5.4, 4.1
2847,Stevens County          ,380.0 ,243,falling,-9.3 ,53,357.2, 404.0,-17.4, -0.4
2848,Franklin County          ,368.5 ,244,stable,-4.1 ,53,347.2, 390.7,-8.6, 0.7
2849,Asotin County          ,367.5 ,122,stable,-12.6 ,53,337.4, 399.9,-28.9, 7.4
2850,Lincoln County          ,362.5 ,62,stable,5.5 ,53,320.4, 409.5,-13.2, 28.2
2851,Kittitas County          ,357.5 ,171,stable,-3.7 ,53,333.0, 383.4,-12.3, 5.8
2852,Skamania County          ,353.0 ,56,stable,-4.8 ,53,310.2, 400.5,-20.4, 13.8
2853,Adams County          ,352.2 ,59,stable,4.3 ,53,312.5, 395.4,-7.5, 17.7
2854,Whitman County          ,316.7 ,118,falling,-17.2 ,53,290.9, 344.2,-21.0, -13.1
2855,Ferry County          ,299.5 ,35,stable,-2.8 ,53,253.4, 352.8,-15.4, 11.6
2856,Garfield County          ,255.3 ,10,stable,-1.1 ,53,186.8, 347.1,-36.1, 53.1
2857,Clay County          ,569.1 ,68,stable,-2.5 ,54,508.3, 635.8,-13.7, 10.2
2858,Mingo County          ,565.7 ,181,stable,1.6 ,54,527.9, 605.6,-16.1, 22.9
2859,Logan County          ,563.0 ,266,stable,-1.0 ,54,531.9, 595.6,-8.9, 7.6
2860,Webster County          ,545.0 ,71,stable,-1.2 ,54,486.6, 609.3,-17.3, 18.0
2861,Boone County          ,541.3 ,166,stable,1.5 ,54,503.7, 581.2,-3.7, 7.0
2862,Cabell County          ,523.9 ,627,stable,-1.6 ,54,505.2, 543.2,-5.1, 2.0
2863,Lewis County          ,523.4 ,121,stable,1.5 ,54,481.3, 568.5,-15.3, 21.6
2864,Tucker County          ,520.4 ,57,stable,0.7 ,54,457.6, 590.4,-17.8, 23.3
2865,Wirt County          ,517.8 ,41,stable,1.1 ,54,445.3, 599.8,-25.1, 36.4
2866,Lincoln County          ,515.5 ,143,stable,2.7 ,54,477.1, 556.3,0.0, 5.4
2867,Marion County          ,504.6 ,378,stable,-0.9 ,54,481.3, 528.8,-4.4, 2.7
2868,Greenbrier County          ,502.7 ,261,stable,1.8 ,54,474.3, 532.4,-6.3, 10.5
2869,Fayette County          ,501.9 ,312,stable,0.3 ,54,476.4, 528.6,-6.2, 7.4
2870,Roane County          ,499.0 ,102,stable,-4.1 ,54,454.5, 547.0,-14.0, 7.0
2871,Gilmer County          ,494.8 ,50,stable,6.6 ,54,434.5, 561.7,-1.3, 15.3
2872,Berkeley County          ,494.5 ,600,stable,-1.6 ,54,476.4, 513.2,-4.1, 0.9
2873,Brooke County          ,489.5 ,167,stable,3.9 ,54,454.8, 526.3,-6.6, 15.6
2874,Kanawha County          ,488.9 ,"1,260",stable,-1.7 ,54,476.5, 501.7,-5.2, 1.9
2875,Harrison County          ,488.3 ,452,stable,-0.5 ,54,467.8, 509.5,-10.2, 10.3
2876,Hancock County          ,488.2 ,217,stable,-2.2 ,54,458.1, 520.0,-8.5, 4.5
2877,Putnam County          ,482.6 ,344,stable,-2.4 ,54,459.4, 506.6,-9.5, 5.2
2878,Wetzel County          ,480.7 ,114,stable,-2.0 ,54,440.2, 524.2,-6.0, 2.1
2879,Mercer County          ,478.4 ,414,stable,-0.7 ,54,457.1, 500.6,-5.2, 3.9
2880,Raleigh County          ,477.8 ,502,stable,1.0 ,54,458.6, 497.7,-4.1, 6.4
2881,Pleasants County          ,477.6 ,48,stable,8.7 ,54,417.8, 544.2,-1.4, 19.9
2882,Wood County          ,474.7 ,553,stable,1.3 ,54,456.6, 493.4,-4.5, 7.4
2883,Mason County          ,473.1 ,179,stable,3.8 ,54,441.4, 506.6,-8.6, 17.8
2884,McDowell County          ,472.5 ,134,stable,-4.3 ,54,435.7, 511.8,-14.4, 7.0
2885,Jackson County          ,469.6 ,190,stable,0.1 ,54,439.4, 501.6,-2.8, 3.0
2886,Wayne County          ,465.3 ,260,stable,2.7 ,54,439.5, 492.4,-1.7, 7.3
2887,Monroe County          ,464.0 ,96,stable,2.2 ,54,421.1, 510.6,-2.1, 6.7
2888,Hampshire County          ,463.9 ,152,stable,-1.0 ,54,429.9, 500.2,-7.4, 5.8
2889,Ritchie County          ,463.6 ,68,stable,0.1 ,54,413.1, 519.2,-12.2, 14.1
2890,Upshur County          ,460.7 ,150,stable,0.0 ,54,427.3, 496.2,-7.6, 8.2
2891,Ohio County          ,458.8 ,284,stable,-2.9 ,54,434.1, 484.7,-7.8, 2.3
2892,Jefferson County          ,454.6 ,291,stable,0.3 ,54,430.7, 479.5,-8.8, 10.4
2893,Marshall County          ,448.5 ,209,stable,-5.8 ,54,420.4, 478.1,-11.4, 0.2
2894,Nicholas County          ,447.3 ,162,stable,0.4 ,54,415.6, 480.9,-8.4, 10.2
2895,Mineral County          ,441.8 ,170,stable,-2.3 ,54,411.5, 473.9,-11.2, 7.6
2896,Preston County          ,441.5 ,200,stable,-2.2 ,54,413.8, 470.8,-6.8, 2.6
2897,Braxton County          ,441.5 ,92,stable,-1.2 ,54,400.3, 486.3,-15.6, 15.6
2898,Pocahontas County          ,436.7 ,61,stable,-0.8 ,54,386.5, 492.7,-14.4, 14.9
2899,Randolph County          ,436.0 ,177,stable,3.4 ,54,406.6, 467.1,-8.5, 16.8
2900,Pendleton County          ,432.5 ,52,stable,1.1 ,54,377.5, 494.4,-7.1, 10.0
2901,Monongalia County          ,431.4 ,407,stable,1.6 ,54,412.3, 451.1,-2.5, 5.9
2902,Barbour County          ,430.4 ,96,stable,2.1 ,54,391.4, 472.5,-8.0, 13.2
2903,Wyoming County          ,430.3 ,132,stable,3.0 ,54,396.6, 466.3,-5.7, 12.5
2904,Tyler County          ,419.9 ,57,stable,0.7 ,54,370.4, 474.9,-13.3, 17.0
2905,Morgan County          ,419.1 ,113,stable,-2.6 ,54,383.9, 457.2,-11.8, 7.5
2906,Taylor County          ,416.7 ,97,rising,5.8 ,54,379.2, 457.1,1.4, 10.4
2907,Calhoun County          ,415.1 ,48,stable,-6.5 ,54,361.6, 475.2,-12.8, 0.3
2908,Hardy County          ,394.5 ,77,stable,-0.6 ,54,354.6, 437.9,-13.5, 14.1
2909,Grant County          ,372.1 ,65,stable,1.2 ,54,330.4, 418.2,-12.3, 16.9
2910,Summers County          ,370.7 ,76,stable,5.1 ,54,332.3, 412.8,-10.8, 23.7
2911,Doddridge County          ,325.0 ,40,rising,5.6 ,54,280.1, 376.1,2.7, 8.5
2912,Vilas County          ,562.8 ,230,stable,-1.7 ,55,527.0, 600.9,-12.5, 10.5
2913,Oneida County          ,532.4 ,314,stable,-2.7 ,55,504.5, 561.6,-11.5, 6.9
2914,Forest County          ,523.1 ,75,stable,2.3 ,55,469.1, 582.5,-6.1, 11.4
2915,Racine County          ,508.9 ,"1,188",stable,1.5 ,55,495.7, 522.3,-1.4, 4.5
2916,Price County          ,502.5 ,116,stable,2.3 ,55,459.8, 548.9,-14.7, 22.6
2917,Walworth County          ,501.3 ,619,stable,-1.5 ,55,483.3, 519.9,-3.9, 1.0
2918,Marinette County          ,500.6 ,318,stable,-0.6 ,55,475.0, 527.5,-6.4, 5.5
2919,Washburn County          ,500.5 ,129,stable,-6.4 ,55,459.8, 544.4,-14.6, 2.5
2920,Milwaukee County          ,499.0 ,"4,906",stable,-0.4 ,55,492.6, 505.4,-1.1, 0.3
2921,Ashland County          ,497.7 ,105,stable,-1.6 ,55,454.3, 544.3,-3.6, 0.4
2922,Adams County          ,494.3 ,184,stable,-0.2 ,55,460.3, 530.8,-7.1, 7.2
2923,Kenosha County          ,489.7 ,882,stable,1.6 ,55,475.0, 504.7,-3.5, 6.9
2924,Columbia County          ,487.5 ,349,stable,-1.6 ,55,464.3, 511.6,-6.0, 3.1
2925,Chippewa County          ,486.8 ,385,stable,2.1 ,55,464.7, 509.7,-1.3, 5.6
2926,Rock County          ,486.8 ,934,stable,1.6 ,55,472.7, 501.2,-3.6, 7.1
2927,Marquette County          ,484.4 ,118,stable,2.7 ,55,443.2, 528.9,-8.2, 14.9
2928,Juneau County          ,481.2 ,179,stable,1.0 ,55,449.2, 515.1,-6.0, 8.4
2929,Douglas County          ,479.8 ,267,stable,-0.7 ,55,453.6, 507.2,-6.3, 5.2
2930,Fond du Lac County          ,479.7 ,624,stable,2.1 ,55,462.5, 497.4,-1.9, 6.2
2931,Waukesha County          ,478.7 ,"2,452",stable,0.2 ,55,470.0, 487.6,-0.9, 1.4
2932,Washington County          ,478.5 ,801,rising,1.7 ,55,463.4, 494.0,0.7, 2.6
2933,Oconto County          ,476.4 ,248,stable,-2.2 ,55,449.2, 505.0,-8.7, 4.7
2934,Grant County          ,475.5 ,294,stable,1.5 ,55,450.6, 501.4,-7.1, 10.8
2935,Door County          ,474.3 ,228,stable,-0.4 ,55,444.5, 505.9,-7.3, 7.1
2936,Sheboygan County          ,473.4 ,685,stable,0.5 ,55,457.3, 490.0,-0.5, 1.6
2937,Sawyer County          ,472.8 ,126,stable,1.1 ,55,434.0, 514.6,-3.9, 6.3
2938,Langlade County          ,471.3 ,142,stable,-0.6 ,55,435.2, 510.1,-4.0, 2.8
2939,Rusk County          ,469.6 ,104,stable,-1.8 ,55,427.8, 515.0,-4.6, 1.2
2940,Ozaukee County          ,469.5 ,547,stable,1.8 ,55,451.3, 488.2,0.0, 3.6
2941,Winnebago County          ,469.1 ,923,stable,-1.1 ,55,455.4, 483.2,-4.8, 2.7
2942,Manitowoc County          ,465.8 ,512,rising,4.0 ,55,447.2, 485.1,1.0, 7.1
2943,Clark County          ,463.3 ,191,stable,-0.6 ,55,433.4, 494.7,-5.9, 5.0
2944,Brown County          ,462.4 ,"1,286",stable,-0.4 ,55,450.9, 474.1,-5.4, 4.9
